ccbaCpno_item,ccbaCtcd_item,ccbaLcto_item
1123500280000,35,16
1123500290000,35,16
1123508260000,35,16
1123508270000,35,16
1123508280000,35,16
1123515160000,35,16
1333501110000,35,16
1123501670000,35,17
1123502890000,35,17
1123503090000,35,17
1123509140000,35,17
1333501660000,35,17
1333502930000,35,17
1333502950000,35,17
1333504940000,35,17
1333505430000,35,17
1113500110000,35,18
1113502890000,35,18
1123500450000,35,18
1123500460000,35,18
1123502360000,35,18
1123508250000,35,18
1333500870000,35,18
1333500920000,35,18
1333501500000,35,18
1333503180000,35,18
1333503470000,35,18
1333504050000,35,18
1333504080000,35,18
1113503160000,35,31
1123506080000,35,31
1123506620000,35,31
1123512430000,35,31
1123512440000,35,31
1123512550000,35,31
1123512740000,35,31
1123514340000,35,31
1333504710000,35,31
1123512660000,35,32
1123520550000,35,32
1333505510000,35,32
1123512670000,35,33
1123521290000,35,33
1333501460000,35,33
1123502720000,35,34
1333505520000,35,34
1123502670000,35,35
1123507451000,35,37
1123502790000,35,39
1123502800000,35,39
1123502900000,35,39
1123508030000,35,39
1123512000000,35,39
1123520650000,35,39
1333501450000,35,39
1333503450000,35,39
1333503460000,35,39
1333503910000,35,39
1333505310000,35,39
1123502770000,35,40
1123502910000,35,40
1123502920000,35,40
1123512680000,35,40
1123512690000,35,40
1333500690000,35,40
1333500700000,35,40
1333501030000,35,40
1333505410000,35,40
1333602890000,36,11
1113603040000,36,12
1123603960000,36,12
1123605630000,36,12
1123605710000,36,12
1123605780000,36,12
1123612880000,36,12
1123613310000,36,12
1123613320000,36,12
1123613330000,36,12
1123615560000,36,12
1123615660000,36,12
1333603810000,36,12
1333603920000,36,12
1333605230000,36,12
1113600420000,36,13
1113600430000,36,13
1113600560000,36,13
1113603140000,36,13
1123600900000,36,13
1123601340000,36,13
1123601750000,36,13
1123602040000,36,13
1123602050000,36,13
1123602060000,36,13
1123602070000,36,13
1123602630000,36,13
1123603020000,36,13
1123603030000,36,13
1123603950000,36,13
1123604000000,36,13
1123605720000,36,13
1123608040000,36,13
1123608310000,36,13
1123609450000,36,13
1123609460000,36,13
1123610430000,36,13
1123610440000,36,13
1123611170000,36,13
1123611840000,36,13
1123611850000,36,13
1123613110000,36,13
1123613670000,36,13
1123613680000,36,13
1123614670000,36,13
1123615490000,36,13
1123615580000,36,13
1123621010000,36,13
1123621220000,36,13
1333603020000,36,13
1333604180000,36,13
1333604580000,36,13
1123600490000,36,14
1123600500000,36,14
1123603940000,36,14
1123604610000,36,14
1123604620000,36,14
1123612790000,36,14
1123613100000,36,14
1123613430000,36,14
1123615440000,36,14
1123615450000,36,14
1123620370000,36,14
1333603370000,36,14
1333604040000,36,14
1333604560000,36,14
1333604830000,36,14
1123601120000,36,17
1333604070000,36,17
1333604920000,36,17
1123601110000,36,32
1123605050000,36,32
1123605060000,36,32
1123607370000,36,32
1123615550000,36,32
1123620990000,36,32
1123621000000,36,32
1333603530000,36,32
1123602730000,36,33
1123602740000,36,33
1123602750000,36,33
1123613220000,36,33
1123613410000,36,33
1123613490000,36,33
1113600120000,36,34
1113600350000,36,34
1113600530000,36,34
1113600540000,36,34
1113600670000,36,34
1113603010000,36,34
1123601320000,36,34
1123601330000,36,34
1123601510000,36,34
1123601520000,36,34
1123601530000,36,34
1123601540000,36,34
1123602990000,36,34
1123603000000,36,34
1123605090000,36,34
1123605840000,36,34
1123610400000,36,34
1123613400000,36,34
1123613480000,36,34
1123613630000,36,34
1123615460000,36,34
1123620240000,36,34
1333601060000,36,34
1333603850000,36,34
1333605050000,36,34
1123613070000,36,38
1123613440000,36,38
1123615570000,36,38
1333605190000,36,38
1123603040000,36,39
1123609430000,36,39
1123609440000,36,39
1123611150000,36,39
1113600570000,36,40
1123601700000,36,40
1123607960000,36,40
1123607970000,36,40
1123607980000,36,40
1123611160000,36,40
1123613450000,36,40
1333603120000,36,40
1333604100000,36,40
1333604850000,36,40
1113600440000,36,41
1113601170000,36,41
1123601550000,36,41
1123601560000,36,41
1123601570000,36,41
1123601580000,36,41
1123607450900,36,41
1123607720300,36,41
1123607950000,36,41
1123612520000,36,41
1123612540000,36,41
1333604980000,36,41
1113600130000,36,42
1113603130000,36,42
1123602980000,36,42
1123603130000,36,42
1123605070000,36,42
1123608290000,36,42
1123613120000,36,42
1123613140000,36,42
1123613150000,36,42
1123613960000,36,42
1333600680000,36,42
1333601070000,36,42
1333603970000,36,42
1113603080000,36,43
1123600880000,36,43
1123603010000,36,43
1123603200000,36,43
1123605030000,36,43
1123609470000,36,43
1123611830000,36,43
1123613420000,36,43
1123613470000,36,43
1123613570000,36,43
1123615470000,36,43
1123615520000,36,43
1123618070000,36,43
1333601670000,36,43
1333603100000,36,43
1333604320000,36,43
1333605350000,36,43
1113600500000,36,44
1113601440000,36,44
1123600890000,36,44
1123611180000,36,44
1123611340000,36,44
1123612830000,36,44
1123613090000,36,44
1123613950000,36,44
1123614330000,36,44
1123620540000,36,44
1333603380000,36,44
1123613720000,36,47
1123605040000,36,48
1123608300000,36,48
1123613770000,36,48
1123613460000,36,49
1333602420000,36,49
1333603770000,36,49
1333601140000,36,50
1333603080000,36,50
1123605290000,36,51
1333601260000,36,51
1333601270000,36,51
1333602740000,36,52
1113702640000,37,11
1123700110100,37,11
1123702520000,37,11
1123704300000,37,11
1123712800000,37,11
1123716090000,37,11
1123718680000,37,11
1333703860000,37,11
1333704930000,37,11
1113700200000,37,12
1113700210000,37,12
1113700220000,37,12
1113700230000,37,12
1113700240000,37,12
1113700250000,37,12
1113700300000,37,12
1113700310000,37,12
1113700370000,37,12
1113700390000,37,12
1113700400000,37,12
1113701120000,37,12
1113701260000,37,12
1113701990000,37,12
1113702360000,37,12
1113703120000,37,12
1113703180000,37,12
1123700610000,37,12
1123700620000,37,12
1123700630000,37,12
1123700640000,37,12
1123700650000,37,12
1123700660000,37,12
1123700670000,37,12
1123700680000,37,12
1123700690000,37,12
1123700700000,37,12
1123701210000,37,12
1123701220000,37,12
1123701230000,37,12
1123701240000,37,12
1123701250000,37,12
1123701260000,37,12
1123701270000,37,12
1123701360000,37,12
1123701680000,37,12
1123701860000,37,12
1123701870000,37,12
1123701980000,37,12
1123701990000,37,12
1123702010000,37,12
1123704110000,37,12
1123704120000,37,12
1123704130000,37,12
1123704150000,37,12
1123704420000,37,12
1123705240200,37,12
1123705260200,37,12
1123705810000,37,12
1123705860100,37,12
1123706650000,37,12
1123706660000,37,12
1123708330000,37,12
1123709070000,37,12
1123709080000,37,12
1123709090000,37,12
1123709100000,37,12
1123709110000,37,12
1123709120000,37,12
1123709130000,37,12
1123711880000,37,12
1123714270000,37,12
1123714290000,37,12
1123715230000,37,12
1123716110000,37,12
1123717270000,37,12
1123717440000,37,12
1123717450000,37,12
1123718670000,37,12
1123719280000,37,12
1123719350000,37,12
1123720520000,37,12
1123720970000,37,12
1123720980000,37,12
1333700010000,37,12
1333700060000,37,12
1333700070000,37,12
1333700080000,37,12
1333700150000,37,12
1333700160000,37,12
1333700180000,37,12
1333700190000,37,12
1333700200000,37,12
1333700210000,37,12
1333700220000,37,12
1333700230000,37,12
1333700240000,37,12
1333700250000,37,12
1333700260000,37,12
1333700270000,37,12
1333700280000,37,12
1333700290000,37,12
1333700300000,37,12
1333700310000,37,12
1333700450000,37,12
1333700460000,37,12
1333700470000,37,12
1333700480000,37,12
1333700820000,37,12
1333700880000,37,12
1333700960000,37,12
1333701380000,37,12
1333701420000,37,12
1333701540000,37,12
1333701580000,37,12
1333701590000,37,12
1333701610000,37,12
1333701720000,37,12
1333701730000,37,12
1333701740000,37,12
1333701750000,37,12
1333701760000,37,12
1333701770000,37,12
1333701790000,37,12
1333701800000,37,12
1333701810000,37,12
1333701820000,37,12
1333701830000,37,12
1333701840000,37,12
1333701850000,37,12
1333701860000,37,12
1333701870000,37,12
1333701880000,37,12
1333701900000,37,12
1333702190000,37,12
1333702200000,37,12
1333702210000,37,12
1333702220000,37,12
1333702410000,37,12
1333702630000,37,12
1333703110000,37,12
1333703280000,37,12
1333703900000,37,12
1333704190000,37,12
1333704300000,37,12
1333704570000,37,12
1333704760000,37,12
1333705170000,37,12
1333705180000,37,12
1333705330000,37,12
1113702080000,37,13
1123702450000,37,13
1123702960000,37,13
1123702970000,37,13
1123703070000,37,13
1123703190000,37,13
1123706060000,37,13
1123706070000,37,13
1123706790000,37,13
1123711860000,37,13
1123715760000,37,13
1123720470000,37,13
1113700150000,37,14
1113700160000,37,14
1113701320000,37,14
1113703110000,37,14
1123700560000,37,14
1123700570000,37,14
1123700580000,37,14
1123701140000,37,14
1123701150000,37,14
1123701820000,37,14
1123702100000,37,14
1123702110000,37,14
1123702420000,37,14
1123703050000,37,14
1123703060000,37,14
1123704140000,37,14
1123704480000,37,14
1123704490000,37,14
1123704500000,37,14
1123704750000,37,14
1123705480200,37,14
1123705490000,37,14
1123705530000,37,14
1123710020000,37,14
1123712210000,37,14
1123715710000,37,14
1123716140000,37,14
1123716200000,37,14
1123720500000,37,14
1123720510000,37,14
1123720680000,37,14
1123721040000,37,14
1123721050000,37,14
1123721060000,37,14
1333701700000,37,14
1333702600000,37,14
1113701300000,37,15
1123704690000,37,15
1123704700000,37,15
1123704900000,37,15
1123704920000,37,15
1123711220000,37,15
1123719450000,37,15
1123721020000,37,15
1123721030000,37,15
1333703360000,37,15
1333704700000,37,15
1113700170000,37,16
1113700180000,37,16
1113700190000,37,16
1113700450000,37,16
1113700460000,37,16
1123700590000,37,16
1123700600000,37,16
1123701160000,37,16
1123702200000,37,16
1123702200200,37,16
1123702210000,37,16
1123702490000,37,16
1123702550000,37,16
1123704850000,37,16
1123706800000,37,16
1123706810000,37,16
1123707170000,37,16
1123707350000,37,16
1123708320000,37,16
1123709960000,37,16
1123709960200,37,16
1123714020000,37,16
1123714030000,37,16
1123715620000,37,16
1123716360000,37,16
1333700550000,37,16
1333702380000,37,16
1333703130000,37,16
1333704910000,37,16
1113700140000,37,17
1123704650000,37,17
1123704860000,37,17
1123705130000,37,17
1123705140000,37,17
1123705170000,37,17
1123705210000,37,17
1123706160000,37,17
1123706750000,37,17
1123706760000,37,17
1123707900000,37,17
1123712700000,37,17
1123712710000,37,17
1123716040000,37,17
1123716120000,37,17
1123701170000,37,18
1123701180000,37,18
1123701190000,37,18
1123701200000,37,18
1123706830000,37,18
1123709900000,37,18
1123712780000,37,18
1123713740000,37,18
1123715680000,37,18
1123720960000,37,18
1333704770000,37,18
1333705320000,37,18
1123704290000,37,20
1123704310000,37,20
1123705620000,37,20
1123715940200,37,20
1333702180000,37,20
1333705160000,37,20
1113703150000,37,21
1123700510000,37,21
1123701370000,37,21
1123701690000,37,21
1123701710000,37,21
1123701720000,37,21
1123705750000,37,21
1123709910000,37,21
1123715740000,37,21
1123721080000,37,21
1333701470000,37,21
1113701090000,37,32
1123704280000,37,32
1123706820000,37,32
1123709880000,37,32
1113700770000,37,33
1123701880000,37,33
1123702460000,37,33
1123703270000,37,33
1123718250000,37,33
1123718310000,37,33
1123720780000,37,33
1123721210000,37,33
1333705550000,37,33
1123715700000,37,35
1123718400000,37,35
1123720490000,37,35
1113701870000,37,36
1123706090000,37,36
1123706100000,37,36
1123720690000,37,36
1123706740000,37,37
1123709930000,37,37
1123701130000,37,42
1123701930000,37,42
1123702030000,37,42
1123702080000,37,42
1123703160000,37,42
1123703170000,37,42
1123703180000,37,42
1123703230000,37,42
1123706770000,37,42
1123706780000,37,42
1123708340000,37,42
1123708350000,37,42
1123708360000,37,42
1123716130000,37,42
1123700540000,37,43
1123706050000,37,43
1123717250000,37,43
1333700610000,37,43
1333700790000,37,43
1333701650000,37,43
1333705100000,37,43
1123711210000,37,44
1123715750000,37,44
1123716080000,37,44
1123716560000,37,44
1333700860000,37,44
1333704440000,37,44
1123701890000,37,45
1123702510000,37,45
1123705100000,37,45
1123706550000,37,45
1123716050000,37,45
1123716060000,37,45
1123721310000,37,45
1333702160000,37,45
1113703280000,37,50
1123700530000,37,50
1123704240000,37,50
1123704250000,37,50
1123704260000,37,50
1123704270000,37,50
1123704570000,37,50
1123706670000,37,50
1123707290000,37,50
1123709890000,37,50
1123709890200,37,50
1123713300000,37,50
1123714450000,37,50
1123716480000,37,50
1123719170000,37,50
1113702010000,37,52
1123700520000,37,52
1123709950000,37,52
1123713790000,37,52
1123720480000,37,52
1113701810000,37,53
1113702420000,37,53
1123704980000,37,53
1123707300000,37,53
1123712010000,37,53
1123712720000,37,53
1123803710000,38,13
1123803720000,38,13
1123803790000,38,13
1123810900200,38,13
1333801180000,38,13
1333801640000,38,13
1123804360000,38,50
1123816820000,38,50
1333802400000,38,50
1333802910000,38,50
1333803270000,38,50
1333804720000,38,50
1333800020000,38,18
1333800660000,38,18
1333800730000,38,18
1333800740000,38,18
1333800750000,38,18
1333802610000,38,18
1333804290000,38,18
1333804540000,38,18
1113800750000,38,22
1123801470000,38,22
1123803120000,38,22
1123804660000,38,22
1123804670000,38,22
1123804680000,38,22
1123804930000,38,22
1123820940000,38,22
1123820950000,38,22
1333804590000,38,22
1113803050000,38,25
1333801130000,38,25
1333802360000,38,25
1333803350000,38,25
1333804020000,38,25
1333804840000,38,26
1333805090000,38,26
1123806140000,38,27
1123803730000,38,32
1123804720000,38,32
1123806710000,38,32
1123800710000,38,33
1123801590000,38,33
1333800670000,38,33
1333805540000,38,33
1113800330000,38,34
1113800340000,38,34
1123800750000,38,34
1123801460000,38,34
1123802120000,38,34
1123802270000,38,34
1123802950000,38,34
1123803100000,38,34
1123805190000,38,34
1123805200000,38,34
1123817390000,38,34
1333800640000,38,34
1333800650000,38,34
1333804860000,38,34
1333805470000,38,34
1113802900000,38,36
1123800740000,38,36
1123804710000,38,36
1123804910000,38,36
1123807380000,38,36
1123807570000,38,36
1123809980000,38,36
1123811200000,38,36
1123814710000,38,36
1123818260000,38,36
1123818270000,38,36
1333800930000,38,36
1333800940000,38,36
1333800950000,38,36
1333800970000,38,36
1333800980000,38,36
1333801000000,38,36
1123804950000,38,42
1123813170000,38,42
1333801190000,38,42
1333801200000,38,42
1123814460000,38,44
1123818490000,38,44
1333802320000,38,44
1333802330000,38,44
1113800470000,38,45
1123803800000,38,45
1123805000000,38,45
1123813640000,38,45
1123813650000,38,45
1123813780000,38,45
1333801510000,38,45
1333804530000,38,45
1113802330100,38,46
1123800720000,38,46
1123800730000,38,46
1123803740000,38,46
1123804730000,38,46
1123811120000,38,46
1123811130000,38,46
1123811140000,38,46
1123813160000,38,46
1123820930000,38,46
1333801080000,38,46
1333802140000,38,46
1333803050000,38,46
1123802940000,38,47
1123803750000,38,47
1123803760000,38,47
1123804740000,38,47
1333803220000,38,47
1333804990000,38,47
1123803770000,38,48
1123803780000,38,48
1123805300000,38,48
1123814360000,38,48
1333802390000,38,48
1113800320000,38,49
1113800520000,38,49
1113802060000,38,49
1123801280000,38,49
1123801290000,38,49
1123802220000,38,49
1123802530000,38,49
1123802640000,38,49
1123802650000,38,49
1123802660000,38,49
1123803530000,38,49
1123803810000,38,49
1123804800000,38,49
1123804890000,38,49
1123805180000,38,49
1123807340000,38,49
1123812420000,38,49
1123812530000,38,49
1123812730000,38,49
1123813000000,38,49
1123813010000,38,49
1333801310000,38,49
1333803260000,38,49
1333805040000,38,49
1123903220000,50,01
1123911870000,50,01
1125019020000,50,01
1333903800000,50,01
1333904120000,50,01
1333904160000,50,01
1333905220000,50,01
1123905470200,50,02
1333904870000,50,02
1124521190000,45,
